user_id,year_month,num_llamadas,total_minutes,num_mensajes,total_mb,gb_total,plan,messages_included,mb_per_month_included,minutes_included,usd_monthly_fee,usd_per_gb,usd_per_message,usd_per_minute,plan_name,gb_per_month_included,potential_extra_gb,estimated_extra_data_cost,potential_extra_minutes,estimated_extra_minutes_cost,monthly_cost
1097,2018-10,104,652.71,0,17220.95,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,26.62
1097,2018-11,95,586.3,0,20539.170000000002,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,66.35
1097,2018-12,116,767.46,0,19175.92,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,46.980000000000004
1098,2018-08,46,311.78,51,17686.54,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,36.410000000000004
1098,2018-09,79,515.25,99,29244.37,29,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,148.84
1098,2018-10,95,606.17,89,30885.97,31,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,169.01999999999998
1098,2018-11,68,432.31,89,31063.77,31,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,168.20999999999998
1098,2018-12,57,421.14,98,28876.32,29,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,148.15
1099,2018-02,7,36.82,3,599.78,1,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1099,2018-03,93,687.15,22,20857.74,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,66.95
1099,2018-04,72,498.26,15,15861.63,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,16.11
1099,2018-05,78,479.61,25,20522.51,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,66.59
1099,2018-06,61,400.28,11,14416.46,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,5.66
1099,2018-07,74,420.04,29,13238.13,13,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1099,2018-08,62,412.44,31,16692.58,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,26.29
1099,2018-09,74,463.2,24,17353.26,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,26.439999999999998
1099,2018-10,72,486.99,24,20462.74,20,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,56.379999999999995
1099,2018-11,86,683.45,24,15144.54,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,6.8
1099,2018-12,82,511.69,31,16293.44,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,16.89
1100,2018-08,26,218.48,36,15115.119999999999,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,5.360000000000001
1100,2018-09,67,471.67,45,18948.95,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,46.86
1100,2018-10,40,238.54,64,16753.37,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,26.620000000000005
1100,2018-11,52,342.71,47,24672.97,25,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,106.47
1100,2018-12,45,283.99,73,21906.66,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,77.03999999999999
1101,2018-04,18,168.46,19,1832.63,2,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1101,2018-05,49,344.37,81,17296.93,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,27.4
1101,2018-06,67,428.84,70,14432.43,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,7.609999999999999
1101,2018-07,47,284.3,66,14207.54,14,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1101,2018-08,54,435.55,106,15143.18,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,8.3
1101,2018-09,55,441.49,78,12907.32,13,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1101,2018-10,63,446.21999999999997,78,15815.91,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,17.73
1101,2018-11,60,427.22,65,12178.0,12,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1101,2018-12,64,330.65,85,9104.09,9,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1102,2018-12,60,407.73,45,6491.35,7,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1103,2018-08,25,155.02,15,13561.66,14,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1103,2018-09,59,420.38,24,18619.47,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,45.99
1103,2018-10,50,355.6,35,19214.54,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,46.05
1103,2018-11,48,294.44,30,21279.43,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,65.84
1103,2018-12,53,375.07,36,18351.86,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,36.17
1104,2018-12,4,8.73,25,9360.99,10,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1105,2018-10,67,413.06,46,9664.7,10,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1105,2018-11,120,788.65,93,11937.49,12,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1105,2018-12,119,824.93,104,10987.22,11,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1106,2018-05,35,161.89,0,13256.11,13,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1106,2018-06,77,473.02,0,18617.0,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,45.81
1106,2018-07,84,567.95,0,18682.76,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,46.019999999999996
1106,2018-08,76,563.78,0,23732.1,24,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,95.78
1106,2018-09,81,478.87,0,28192.49,28,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,135.93
1106,2018-10,68,456.76,0,19170.18,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,45.54
1106,2018-11,75,531.86,0,25163.24,25,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,105.75
1106,2018-12,67,538.84,0,22147.94,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,75.51
1107,2018-11,14,52.870000000000005,19,5209.57,6,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1107,2018-12,41,304.47,46,18422.66,18,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1108,2018-12,0,0.0,0,233.17,1,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1109,2018-04,29,201.18,0,8246.83,9,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1109,2018-05,60,413.83,0,12630.88,13,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1109,2018-06,78,542.07,0,12202.07,12,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1109,2018-07,78,493.66,0,20005.7,20,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,55.84
1109,2018-08,77,485.84000000000003,0,10660.34,11,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1109,2018-09,53,386.56,0,12191.51,12,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1109,2018-10,67,571.88,0,10290.62,11,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1109,2018-11,68,441.31,0,11015.09,11,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1109,2018-12,66,441.27,0,12497.47,13,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1110,2018-05,13,65.07,12,7247.61,8,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1110,2018-06,52,382.09,74,24115.41,24,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,97.28
1110,2018-07,72,503.28000000000003,61,20312.24,20,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,57.489999999999995
1110,2018-08,56,257.67,59,24671.51,25,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,106.95
1110,2018-09,64,462.12,73,23705.63,24,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,97.61
1110,2018-10,61,407.75,53,22191.06,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,76.92
1110,2018-11,54,365.53,34,20229.84,20,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,56.14000000000001
1110,2018-12,60,409.11,50,21214.5,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,66.8
1111,2018-09,25,173.85999999999999,44,5933.05,6,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1111,2018-10,35,227.9,107,16146.39,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,17.76
1111,2018-11,42,332.67,79,18228.08,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,37.129999999999995
1111,2018-12,38,342.26,92,14857.96,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,7.4
1112,2018-10,96,665.13,33,10565.2,11,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1112,2018-11,113,862.91,41,12728.12,13,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1112,2018-12,100,729.17,40,12235.76,12,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1113,2018-06,54,398.57,44,13695.210000000001,14,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1113,2018-07,65,390.87,43,10490.26,11,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1113,2018-08,63,522.22,37,15330.51,15,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1113,2018-09,67,469.29,31,12197.81,12,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1113,2018-10,72,487.32,40,15598.95,16,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1113,2018-11,71,525.6,30,12778.72,13,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1113,2018-12,79,490.8,52,15672.41,16,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1114,2018-07,37,223.12,29,7572.629999999999,8,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1114,2018-08,110,697.54,78,21360.4,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,69.14
1114,2018-09,87,594.7,95,12680.130000000001,13,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1114,2018-10,94,688.0,89,15846.17,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,18.990000000000002
1114,2018-11,91,623.69,78,26829.87,27,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,128.57
1114,2018-12,98,727.53,95,18058.14,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,39.29
1115,2018-11,44,325.77,33,5528.17,6,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1115,2018-12,115,833.7,119,18879.21,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,50.52
1116,2018-08,49,345.44,19,15068.74,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,5.540000000000001
1117,2018-05,11,45.65,0,2025.11,2,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1117,2018-06,41,361.41,0,14686.89,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,4.73
1117,2018-07,57,422.49,0,17769.81,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,35.21
1117,2018-08,47,292.29,0,22852.64,23,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,84.91
1117,2018-09,58,476.74,0,21826.53,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,75.24
1117,2018-10,48,365.43,0,18489.4,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,44.94
1117,2018-11,58,358.08,0,18252.4,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,35.24
1117,2018-12,40,288.11,0,25026.19,25,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,104.7
1118,2018-12,115,862.78,17,15963.98,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,17.460000000000004
1119,2018-10,49,328.27,105,633.04,1,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1119,2018-11,65,432.11,128,866.29,1,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1119,2018-12,72,393.57,133,1813.6599999999999,2,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1120,2018-04,47,268.95,41,23382.83,23,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,86.14
1120,2018-05,58,440.52,48,22914.24,23,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,86.67999999999999
1120,2018-06,54,330.3,42,21893.08,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,76.38000000000001
1120,2018-07,42,344.94,46,21641.98,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,76.14
1120,2018-08,55,386.57,47,19046.98,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,46.559999999999995
1120,2018-09,60,406.81,53,28016.71,28,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,136.89000000000001
1120,2018-10,58,370.04,43,17879.2,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,36.53
1120,2018-11,53,345.96,42,21167.079999999998,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,66.35000000000001
1120,2018-12,48,411.91,55,18871.88,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,46.589999999999996
1121,2018-11,0,0.0,1,1236.65,2,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1121,2018-12,0,0.0,97,66863.89,66,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,516.41
1122,2018-05,47,333.28,15,10913.65,11,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1122,2018-06,63,478.64,15,17780.58,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,35.84
1122,2018-07,57,333.03000000000003,19,16299.25,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,15.780000000000001
1122,2018-08,68,472.49,22,29045.27,29,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,146.2
1122,2018-09,59,443.36,16,22436.68,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,75.75
1122,2018-10,66,372.7,21,17460.79,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,36.11000000000001
1122,2018-11,66,350.75,28,16862.03,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,26.32
1122,2018-12,54,367.35,24,21337.4,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,65.84
1123,2018-06,6,40.07,1,1766.76,2,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1123,2018-07,85,526.76,30,33222.95,33,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,186.95000000000002
1123,2018-08,89,519.87,31,19375.57,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,47.1
1123,2018-09,70,432.16,20,17772.7,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,36.2
1123,2018-10,88,585.26,27,21505.98,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,76.95
1123,2018-11,79,415.77,35,21177.71,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,66.92
1123,2018-12,87,675.62,38,24982.22,25,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,107.25
1124,2018-10,34,220.24,30,3686.42,4,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1124,2018-11,74,536.56,96,5898.57,6,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1124,2018-12,63,421.42,93,6495.23,7,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1125,2018-12,65,489.51,54,22697.1,23,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,87.07000000000001
1126,2018-06,116,755.17,78,27575.54,27,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,10.94
1126,2018-07,124,897.21,94,25768.85,26,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,4.179999999999998
1126,2018-08,126,901.49,88,34307.16,34,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,60.139999999999986
1126,2018-09,107,706.3,74,28196.33,28,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,17.810000000000002
1126,2018-10,121,853.15,86,24840.64,25,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1126,2018-11,147,978.12,72,20906.16,21,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1126,2018-12,109,708.61,77,22134.66,22,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1127,2018-06,5,22.98,3,7756.93,8,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1127,2018-07,35,231.32999999999998,10,21608.77,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,74.85
1127,2018-08,34,260.14,9,21291.57,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,64.78999999999999
1127,2018-09,28,200.56,16,26462.44,26,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,114.82000000000001
1127,2018-10,27,157.06,12,24318.32,24,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,94.67
1127,2018-11,33,211.07999999999998,12,28516.95,28,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,134.85000000000002
1127,2018-12,37,323.93,14,21964.05,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,75.03
1128,2018-06,6,43.77,25,13036.38,13,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1128,2018-07,9,71.7,38,20796.32,21,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1128,2018-08,7,53.11,54,15748.49,16,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1128,2018-09,6,16.84,43,21204.82,21,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1128,2018-10,5,33.04,37,19870.93,20,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1128,2018-11,5,43.230000000000004,42,18740.37,19,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1128,2018-12,11,95.56,55,15362.73,16,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1130,2018-09,42,236.57,51,12787.35,13,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1130,2018-10,67,495.53,92,20706.02,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,68.27000000000001
1130,2018-11,80,554.18,89,13800.91,14,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1130,2018-12,71,431.44,104,17920.43,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,38.75
1131,2018-05,0,0.0,18,6468.11,7,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1131,2018-06,0,0.0,27,14637.039999999999,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,4.3100000000000005
1131,2018-07,0,0.0,28,16564.01,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,24.34
1131,2018-08,0,0.0,33,12271.78,12,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1131,2018-09,0,0.0,26,15594.75,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,14.28
1131,2018-10,0,0.0,31,21292.61,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,64.43
1131,2018-11,0,0.0,20,13697.04,14,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1131,2018-12,0,0.0,33,15212.42,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,4.49
1132,2018-04,59,334.08,72,15651.16,16,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1132,2018-05,113,724.76,149,30169.84,30,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,32.62
1132,2018-06,93,707.99,143,26344.73,26,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,4.359999999999999
1132,2018-07,88,546.21,149,27907.55,28,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,18.369999999999997
1132,2018-08,100,773.33,151,20796.21,21,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
